"","Timestamp","Value","ts_name","ts_id","Units","station_name","station_id"
"1",1986-07-03 07:00:00,2.36,"LVL.1.O","948016042","m","Mariposa Brook at Little Britain","144566"
"2",1986-07-03 08:00:00,2.36,"LVL.1.O","948016042","m","Mariposa Brook at Little Britain","144566"
"3",1986-07-03 09:00:00,2.36,"LVL.1.O","948016042","m","Mariposa Brook at Little Britain","144566"
"4",1986-07-03 10:00:00,2.36,"LVL.1.O","948016042","m","Mariposa Brook at Little Britain","144566"
"5",1986-07-03 11:00:00,2.36,"LVL.1.O","948016042","m","Mariposa Brook at Little Britain","144566"
"6",1986-07-03 12:00:00,2.36,"LVL.1.O","948016042","m","Mariposa Brook at Little Britain","144566"
"7",1986-07-03 13:00:00,2.35,"LVL.1.O","948016042","m","Mariposa Brook at Little Britain","144566"
"8",1986-07-03 14:00:00,2.35,"LVL.1.O","948016042","m","Mariposa Brook at Little Britain","144566"
"9",1986-07-03 15:00:00,2.35,"LVL.1.O","948016042","m","Mariposa Brook at Little Britain","144566"
"10",1986-07-03 16:00:00,2.35,"LVL.1.O","948016042","m","Mariposa Brook at Little Britain","144566"
"11",1986-07-03 17:00:00,2.35,"LVL.1.O","948016042","m","Mariposa Brook at Little Britain","144566"
"12",1986-07-03 18:00:00,2.35,"LVL.1.O","948016042","m","Mariposa Brook at Little Britain","144566"
"13",1986-07-03 19:00:00,2.34,"LVL.1.O","948016042","m","Mariposa Brook at Little Britain","144566"
"14",1986-07-03 20:00:00,2.34,"LVL.1.O","948016042","m","Mariposa Brook at Little Britain","144566"
"15",1986-07-03 21:00:00,2.34,"LVL.1.O","948016042","m","Mariposa Brook at Little Britain","144566"
"16",1986-07-03 22:00:00,2.34,"LVL.1.O","948016042","m","Mariposa Brook at Little Britain","144566"
"17",1986-07-03 23:00:00,2.34,"LVL.1.O","948016042","m","Mariposa Brook at Little Britain","144566"
"18",1986-07-04,2.34,"LVL.1.O","948016042","m","Mariposa Brook at Little Britain","144566"
"19",1986-07-04 01:00:00,2.33,"LVL.1.O","948016042","m","Mariposa Brook at Little Britain","144566"
"20",1986-07-04 02:00:00,2.33,"LVL.1.O","948016042","m","Mariposa Brook at Little Britain","144566"
"21",1986-07-04 03:00:00,2.33,"LVL.1.O","948016042","m","Mariposa Brook at Little Britain","144566"
"22",1986-07-04 04:00:00,2.33,"LVL.1.O","948016042","m","Mariposa Brook at Little Britain","144566"
"23",1986-07-04 05:00:00,2.33,"LVL.1.O","948016042","m","Mariposa Brook at Little Britain","144566"
"24",1986-07-04 06:00:00,2.33,"LVL.1.O","948016042","m","Mariposa Brook at Little Britain","144566"
"25",1986-07-04 07:00:00,2.33,"LVL.1.O","948016042","m","Mariposa Brook at Little Britain","144566"
"26",1986-07-04 08:00:00,2.33,"LVL.1.O","948016042","m","Mariposa Brook at Little Britain","144566"
"27",1986-07-04 09:00:00,2.33,"LVL.1.O","948016042","m","Mariposa Brook at Little Britain","144566"
"28",1986-07-04 10:00:00,2.33,"LVL.1.O","948016042","m","Mariposa Brook at Little Britain","144566"
